11	3	1	1	( took place in Lannisport is city of and what preceded Surrender of the Crag )	:Lannisport,:Surrender_of_the_Crag	:Battle_of_the_Yellow_Fork
12	3	1	1	( whose family is who died in episode The Winds of Winter and whose allegiance is House Tyrell )	:House_Tyrell,:The_Winds_of_Winter	:Lyonel_Tyrell,:Garlan_Tyrell,:Allana_Tyrell,:Tyrell_lady,:Willas_Tyrell
13	3	0	0	whose allegiance is what killed whose season is Season 3	:Season_3	:Eddard_Stark,:Jon_Snow,:Tyrion_Lannister,:Joffrey_Baratheon,:Tywin_Lannister,:Robb_Stark,:Cersei_Lannister,:Walder_Frey,:Jaime_Lannister,:Arya_Stark,:Sansa_Stark,:Roose_Bolton,:Bran_Stark,:Roslin_Tully,:Sandbox/Jon_Snow_(Updated),:Theon_Greyjoy,:Kevan_Lannister,:Lothar_Frey,:Walder_Rivers,:Gregor_Clegane,:Barristan_Selmy,:Catelyn_Stark,:Rickard_Karstark,:Rickon_Stark,:Lancel_Lannister,:Davos_Seaworth,:Shirei_Frey,:Edmure_Tully,:Walda_Frey_(The_Rains_of_Castamere),:Lysa_Arryn,:Stevron_Frey,:Derwa_Frey,:Waldra_Frey,:Waldron_Frey,:Hoster_Tully,:Olyvar_Frey,:Brienne_of_Tarth,:Lyanna_Stark,:Ryger_Rivers,:Rickard_Stark,:Qyburn,:Summer,:Arwaya_Frey,:Brandon_Stark_(son_of_Rickard),:Melisandre,:Tormund,:Brynden_Tully,:Ghost,:Walda_Bolton,:Benjen_Stark,:Joanna_Lannister,:Jon_Umber_(Greatjon),:Hodor,:Joyeuse_Frey,:Harrion_Karstark,:Grey_Worm,:Grey_Wind,:Maege_Mormont,:Kitty_Frey,:Rodrik_Cassel,:Bronn,:Merry_Frey,:Lady,:Drogon,:Robett_Glover,:Pycelle,:Ilyn_Payne,:Osha,:Viserion,:Torrhen_Karstark,:Rhaegal,:Talisa_Stark,:Cregan_Stark,:Jon_Umber_(Smalljon),:Lyanna_Mormont,:Willem_Lannister,:Martyn_Lannister,:Tytos_Lannister,:Howland_Reed,:Jojen_Reed,:Sarra_Frey,:Dorna_Lannister,:Podrick_Payne,:Brandon_Stark_(the_Builder),:Serra_Frey,:Meera_Reed,:Nymeria_(direwolf),:Neyela_Frey,:Minisa_Tully,:Galbart_Glover,:Torrhen_Stark,:Janeya_Frey,:Wendel_Manderly,:Tyland_Lannister,:Amory_Lorch,:Ros,:Addam_Marbrand,:Freya_Frey,:Bastard's_girls,:Edmyn_Tully,:Jack,:Billy,:Stafford_Lannister,:Winterfell_shepherd,:Dim_Dalba,:Karlon_Stark,:Alton_Lannister,:Jory_Cassel,:Cley_Cerwyn,:Timett,:Tully_(son_of_Edmure),:Old_Nan,:Loren_Lannister,:Polliver,:Mordane,:Vayon_Poole,:Jason_Mallister,:Jaremy_Mallister,:Mhaegen,:Varly,:Son_of_the_Harpy,:Palla,:Rorge,:Osric_Stark,:Marei,:The_Harpy,:Wyman_Manderly,:Biter,:Leo_Lefford,:Old_woman,:Farlen,:Jacks,:Shella_Whent,:Jason_Lannister,:Marianne_Frey,:White_Rat,:Harys_Swyft,:Chella,:Vala,:Syrio_Forel,:Jonos_Bracken,:Unsullied_1_(Valar_Dohaeris),:Unidentified_handmaiden,:Tom,:Ornela,:Mikken,:Damon_Marbrand,:Armeca
14	3	1	1	( what what Karl Tanner is the side two commander of is concurrent with and what was concurrent with Forrester-Whitehill conflict )	:Forrester-Whitehill_conflict,:Karl_Tanner	:War_of_the_Five_Kings,:Liberation_of_Slaver's_Bay
15	1	0	0	whose mother is Mhaegen	:Mhaegen	:Barra
16	1	0	0	second side force of Siege of Rook's Rest	:Siege_of_Rook's_Rest	:Rhaenys_Targaryen_(Queen_Who_Never_Was)
17	2	1	0	( what High Septon is the side one commander of and what was concurrent with Conflict Beyond the Wall )	:Conflict_Beyond_the_Wall,:High_Septon	:War_of_the_Five_Kings
18	2	1	0	( child of The Late Walder Frey and whose mother is Joyeuse Frey )	:Walder_Frey,:Joyeuse_Frey	:Roslin_Tully,:Lothar_Frey,:Walda_Frey_(The_Rains_of_Castamere),:Derwa_Frey,:Waldra_Frey,:Olyvar_Frey,:Arwaya_Frey
19	1	0	0	whose religion is Great Stallion	:Great_Stallion	:Drogo,:Dothraki_Sea,:Moro,:Irri,:Rakharo,:Bharbo,:Forzho,:Qotho,:Rhalko,:Qhono,:Mago,:Moro's_wife_1,:Qorro,:Haggo,:Kovarro,:Brozho,:Moro's_wife_2,:Akho,:Aggo,:Moro's_bloodrider_1,:Vaes_Dothrak,:Moro's_bloodrider_2,:Cohollo,:Dothraki_crone,:Ornela,:High_Priestess_of_the_Dosh_Khaleen
20	3	1	0	married to ( what killed the First of Her Name and preceded the Third of His Name )	:Aegon_III_Targaryen,:Rhaenyra_Targaryen	:Helaena_Targaryen
21	1	0	0	who appeared in Season 3	:Season_3	:Daenerys_Targaryen,:Jon_Snow,:Tyrion_Lannister,:Stannis_Baratheon,:Joffrey_Baratheon,:Tywin_Lannister,:Ramsay_Bolton,:Robb_Stark,:Cersei_Lannister,:Walder_Frey,:Jaime_Lannister,:Craster,:Arya_Stark,:Rhaenyra_Targaryen,:Sansa_Stark,:Roose_Bolton,:Bran_Stark,:Aegon_III_Targaryen,:Roslin_Tully,:Sandbox/Jon_Snow_(Updated),:Loras_Tyrell,:Theon_Greyjoy,:Lothar_Frey,:Petyr_Baelish,:Balon_Greyjoy,:Margaery_Tyrell,:Walder_Rivers,:Barristan_Selmy,:Catelyn_Stark,:Rickard_Karstark,:Rickon_Stark,:Samwell_Tarly,:Jorah_Mormont,:Davos_Seaworth,:Shirei_Frey,:Yara_Greyjoy,:Edmure_Tully,:Walda_Frey_(The_Rains_of_Castamere),:Gilly,:Daario_Naharis,:Derwa_Frey,:Waldra_Frey,:Jeor_Mormont,:Varys,:Sam,:Hoster_Tully,:Brienne_of_Tarth,:Mance_Rayder,:Aemon,:Olenna_Tyrell,:Sandor_Clegane,:Qyburn,:Jaehaerys_I_Targaryen,:Summer,:Arwaya_Frey,:Melisandre,:Tormund,:Brynden_Tully,:Ghost,:Joanna_Lannister,:Rossart,:Hodor,:Joyeuse_Frey,:Shaggydog,:Harrion_Karstark,:Shireen_Baratheon,:Ygritte,:Grey_Worm,:Eddison_Tollett,:Grey_Wind,:Bronn,:Aerion_Targaryen,:Merry_Frey,:Drogon,:Pycelle,:Osha,:Viserion,:Rhaegal,:Selwyn_Tarth,:Talisa_Stark,:Willem_Lannister,:Grenn,:Martyn_Lannister,:Shae,:Beric_Dondarrion,:Myranda,:Balerion,:Jojen_Reed,:Sarra_Frey,:Podrick_Payne,:Gendry,:Meryn_Trant,:Serra_Frey,:Meera_Reed,:Craster's_younger_wife_(Walk_of_Punishment),:Vhagar,:Neyela_Frey,:Boros_Blount,:Thoros,:Pypar,:Preston_Greenfield,:Karl_Tanner,:Janeya_Frey,:Rast,:Wendel_Manderly,:Lord_of_Bones,:High_Septon_(After_the_riot_of_King's_Landing),:Dongo,:Ros,:Razdal_mo_Eraz,:Petyr_Baratheon,:Freya_Frey,:Greizhen_mo_Ullhor,:Locke,:Tommard_Baratheon,:Edric_Baratheon,:Salladhor_Saan,:Allana_Tyrell,:Three-eyed_raven,:Kraznys_mo_Nakloz,:Tyrell_lady,:Tysha,:Hot_Pie,:Olyvar,:Bruni,:Missandei,:Craster's_wife_(Walk_of_Punishment),:Jaremy_Mallister,:White_Walker_(Valar_Morghulis),:Mero,:Marya_Seaworth,:Anguy,:Unnamed_miller's_wife,:Karstark_lookout,:Marei,:Balon_Swann,:Todder,:Prendahl_na_Ghezn,:Marianne_Frey,:Unsullied_1_(Valar_Dohaeris),:Orell,:Unidentified_handmaiden,:Old_man
22	3	1	0	whose sibling is ( whose sibling is Roslin Tully and appeared in Baelor )	:Roslin_Tully,:Baelor	:Roslin_Tully,:Lothar_Frey,:Walder_Rivers,:Shirei_Frey,:Walda_Frey_(The_Rains_of_Castamere),:Stevron_Frey,:Derwa_Frey,:Waldra_Frey,:Waldron_Frey,:Olyvar_Frey,:Ryger_Rivers,:Arwaya_Frey
23	2	0	0	succeeded by whose successor is The Bloody Hand	:Tyrion_Lannister	:Hand_of_the_King,:Jon_Arryn,:Rickard_Stark,:Janos_Slynt
24	2	0	0	took place in regional capital of Kingdom of the Stormlands	:Kingdom_of_the_Stormlands	:Assassination_of_Renly_I,:Siege_of_Storm's_End,:Dance_Over_Storm's_End,:Last_Storm
25	2	1	0	( whose title is Prince and those allied with House Martell )	:House_Martell,:Prince	:Oberyn_Martell,:Elia_Martell,:Daenerys_Targaryen_(daughter_of_Aegon_IV),:Myriah_Martell
26	1	0	0	are of Northmen culture	:Northmen	:Eddard_Stark,:Jon_Snow,:Ramsay_Bolton,:Robb_Stark,:Arya_Stark,:Sansa_Stark,:Roose_Bolton,:Rodrik_Forrester,:Bran_Stark,:Asher_Forrester,:Gregor_Forrester,:Gareth_Umber,:Ethan_Forrester,:Regan_Karstark,:Rickard_Karstark,:Rickon_Stark,:Jorah_Mormont,:Joseth_Umber,:Jeor_Mormont,:Ludd_Whitehill,:Mycah_Umber,:Ryon_Forrester,:Lyanna_Stark,:Mira_Forrester,:Rickard_Stark,:Hothor_Umber,:Talia_Forrester,:Corin_Umber,:Lucan_Umber,:Harkon_Umber,:Brandon_Stark_(son_of_Rickard),:Amarylis_Umber,:Benjen_Stark,:Morag_Umber,:Jon_Umber_(Greatjon),:Hodor,:Duncan_Tuttle,:Harrion_Karstark,:Elsera_Snow,:Olly,:Harald_Karstark,:Hollys_Umber,:Commard_Karstark,:Maege_Mormont,:Rodrik_Cassel,:Gwyn_Whitehill,:Josera_Snow,:Torrhen_Whitehill,:Harys,:Robett_Glover,:Gared_Tuttle,:Morgana_Umber,:Finn_Umber,:Laurence_Karstark,:Petyr_Karstark,:Kear_Umber,:Brandon_Umber,:Torrhen_Karstark,:Emilia_Umber,:Berrican_Karstark,:Jon_Karstark,:Cregan_Stark,:Ebbert_Whitehill,:Daragh_Umber,:Jon_Umber_(Smalljon),:Lyanna_Mormont,:Royland_Degore,:Myranda,:Karl_Whitehill,:Thorren_Forrester,:Gared's_father,:Guymon,:Britt_Warrick,:Galbart_Glover,:Torrhen_Stark,:Beric_Karstark,:Olly's_mother,:Wendel_Manderly,:Gared's_sister,:Katrina_Umber,:Elaena_Glenmore,:Maynard_Umber,:Locke,:Billy,:Erena_Glover,:Winterfell_shepherd,:Gawen_Glover,:Cedric_Umber,:Karlon_Stark,:Jory_Cassel,:Bowen_(Squire),:Cley_Cerwyn,:Sybelle_Glover,:Domeric_Bolton,:Old_Nan,:Medger_Cerwyn,:Bolton_general,:Alys_Karstark,:Vayon_Poole,:Glenmore_(Lord),:Tansy,:Unnamed_miller's_wife,:Varly,:Karstark_lookout,:Palla,:Osric_Stark,:Wyman_Manderly,:Old_woman,:Erik,:Farlen,:Mycah,:Jacks,:Simpson,:Bolton_officer,:Gordy,:Tyrek_Tallhart,:Tom,:Mikken,:Mole's_Town_whore,:Old_man
27	2	1	0	( what was ruled by Kingsmoot and whose religion is Drowned God )	:Kingsmoot,:Drowned_God	:Kingdom_of_the_Iron_Islands
28	1	0	0	those allied with House Stark	:House_Stark	:Eddard_Stark,:Jon_Snow,:Robb_Stark,:Arya_Stark,:Sansa_Stark,:Roose_Bolton,:Bran_Stark,:Sandbox/Jon_Snow_(Updated),:Theon_Greyjoy,:Catelyn_Stark,:Rickard_Karstark,:Rickon_Stark,:Davos_Seaworth,:Edmure_Tully,:Brienne_of_Tarth,:Lyanna_Stark,:Rickard_Stark,:Brandon_Stark_(son_of_Rickard),:Tormund,:Benjen_Stark,:Jon_Umber_(Greatjon),:Hodor,:Harrion_Karstark,:Maege_Mormont,:Rodrik_Cassel,:Robett_Glover,:Osha,:Torrhen_Karstark,:Talisa_Stark,:Cregan_Stark,:Jon_Umber_(Smalljon),:Lyanna_Mormont,:Howland_Reed,:Jojen_Reed,:Podrick_Payne,:Brandon_Stark_(the_Builder),:Meera_Reed,:Galbart_Glover,:Torrhen_Stark,:Wendel_Manderly,:Bastard's_girls,:Jack,:Billy,:Winterfell_shepherd,:Karlon_Stark,:Jory_Cassel,:Cley_Cerwyn,:Old_Nan,:Mordane,:Vayon_Poole,:Varly,:Palla,:Osric_Stark,:Wyman_Manderly,:Old_woman,:Farlen,:Jacks,:Syrio_Forel,:Tom,:Mikken
29	2	1	0	( what was preceded by Raid by the Gods Eye and what is before Sack of Ashemark )	:Raid_by_the_Gods_Eye,:Sack_of_Ashemark	:Battle_of_Oxcross
30	2	1	0	( led first side of Surrender of the Crag and preceded by Eddard Stark )	:Eddard_Stark,:Surrender_of_the_Crag	:Robb_Stark
31	1	0	0	what City Watch is the side two participant of	:City_Watch	:Massacre_in_the_Red_Keep
32	1	0	0	whose family is Shirei Frey	:Shirei_Frey	:Merry_Frey,:Sarra_Frey,:Serra_Frey,:Neyela_Frey,:Janeya_Frey,:Freya_Frey
33	2	1	0	( died in Battle of Winterfell for first side and whose allegiance is House Bolton )	:Battle_of_Winterfell,:House_Bolton	:Myranda,:Simpson,:Gordy
34	3	1	1	( child of whose culture is Valyrians and sibling of Alysanne Targaryen )	:Alysanne_Targaryen,:Valyrians	:Rhaena_Targaryen_(daughter_of_Aenys),:Aegon_Targaryen_(son_of_Aenys)
35	3	1	1	( what is after whose first side force is Unsullied and battle of Liberation of Slaver's Bay )	:Liberation_of_Slaver's_Bay,:Unsullied	:Siege_of_Meereen,:Uprising_in_Meereen,:Battle_of_Yunkai,:Siege_of_Astapor
36	2	1	0	( preceded Jon Arryn and located in The Eyrie )	:Jon_Arryn,:The_Eyrie	:Jasper_Arryn
37	2	0	0	whose second side is what first side of War of the Ninepenny Kings is	:War_of_the_Ninepenny_Kings	:War_of_the_Five_Kings,:Destruction_of_the_Great_Sept_of_Baelor,:Robert's_Rebellion,:War_of_Conquest,:Dance_of_the_Dragons,:Battle_of_the_Trident,:Greyjoy_Rebellion,:Massacre_in_the_Red_Keep,:Sack_of_King's_Landing,:Second_Siege_of_Riverrun,:Battle_at_the_Mummer's_Ford,:Assassination_of_Renly_I,:Battle_of_the_Bells,:Battle_of_the_Whispering_Wood,:Surrender_of_Moat_Cailin,:Liberation_of_Harrenhal,:Battle_of_Stone_Mill,:Blackfyre_Rebellion,:Battle_of_Oxcross,:Battle_of_the_Camps,:Assassination_at_the_Tower_of_the_Hand,:Raid_by_the_Gods_Eye,:Siege_of_Riverrun,:Battle_of_the_Yellow_Fork,:Assault_on_the_Dreadfort,:Assassination_of_Balon_Greyjoy,:First_Trial_by_Combat_of_Tyrion_Lannister,:Assault_on_Dragonstone,:Battle_of_Summerhall,:Sack_of_Lannisport,:Liberation_of_Stone_Hedge,:Liberation_of_Raventree_Hall,:Siege_of_Great_Wyk,:Battle_of_the_Golden_Tooth,:Siege_of_Old_Wyk
38	3	1	0	( spouse of Invader of the North and whose child is family of Vickon Greyjoy )	:Balon_Greyjoy,:Vickon_Greyjoy	:Alannys_Greyjoy
39	3	1	0	( killed by Ramsay Snow <small>(formerly)</small> and what preceded The Winds of Winter is the last of )	:Ramsay_Bolton,:The_Winds_of_Winter	:Shaggydog
40	1	0	0	what is after The Long Night	:The_Long_Night	:Thousand_Years_War
41	3	1	1	( died in what is before Battle of Ironrath for first side and whose father is Gregor the Good )	:Gregor_Forrester,:Battle_of_Ironrath	:Rodrik_Forrester,:Asher_Forrester
42	2	0	0	whose first side force is where Faith Militant uprising happened	:Faith_Militant_uprising	:Battle_of_the_Redgrass_Field
43	3	1	0	( what Daario Naharis is the side one commander of and commanded one side in what was concurrent with Conflict Beyond the Wall )	:Conflict_Beyond_the_Wall,:Daario_Naharis	:Siege_of_Meereen
44	1	0	0	located in King's Landing	:King's_Landing	:Joffrey_Baratheon,:Aerys_II_Targaryen,:Tommen_Baratheon,:Rhaenyra_Targaryen,:Daeron_II_Targaryen,:Aegon_II_Targaryen,:Rhaegar_Targaryen,:Aegon_IV_Targaryen,:Maekar_Targaryen,:Daemon_I_Blackfyre,:Daemon_Targaryen,:Baelor_Targaryen,:Davos_Seaworth,:Viserys_I_Targaryen,:Brynden_Rivers,:Viserys_Targaryen,:Baelor_Targaryen_(son_of_Daeron_II),:Helaena_Targaryen,:Myrcella_Baratheon,:Aerys_I_Targaryen,:Naerys_Targaryen,:Aemond_Targaryen,:Daeron_I_Targaryen,:Aemon,:Daenerys_Targaryen_(daughter_of_Aegon_IV),:Jaehaerys_I_Targaryen,:Rhaella_Targaryen,:Janos_Slynt,:Daena_Targaryen,:Robin_Arryn,:Aegor_Rivers,:Rossart,:Rhaenys_Targaryen_(Queen_Who_Never_Was),:Baratheon_(son_of_Robert),:Aelinor_Targaryen,:Aerion_Targaryen,:Aemon_Targaryen_(Dragonknight),:Jaehaera_Targaryen,:Aegon_Targaryen_(son_of_Rhaegar),:Rhaenys_Targaryen_(daughter_of_Rhaegar),:Rhaegel_Targaryen,:Maelor_Targaryen,:Rhaena_Targaryen_(daughter_of_Aegon_III),:Duncan_Targaryen,:Jaehaerys_Targaryen_(son_of_Aegon_II),:Elaena_Targaryen,:Daeron_Targaryen_(son_of_Aegon_V),:Gendry,:Duncan_the_Tall,:Alysanne_Targaryen,:Aemon_Blackfyre,:Aegon_Blackfyre,:Rhaena_Targaryen_(daughter_of_Aenys),:Aegon_Targaryen_(son_of_Aenys),:Hot_Pie,:Olyvar,:Hallyne,:Lommy,:Armeca
45	2	1	0	( whose family is Brother Loras and whose family is Margaery Tyrell )	:Margaery_Tyrell,:Loras_Tyrell	:Lyonel_Tyrell,:Garlan_Tyrell,:Allana_Tyrell,:Tyrell_lady,:Willas_Tyrell
46	3	1	0	what ( commanded second side in Battle at the Mummer's Ford and who appeared in Season 4 ) is the side three commander of	:Season_4,:Battle_at_the_Mummer's_Ford	:Siege_of_Storm's_End
47	2	0	0	killed by allegiance of Viserion	:Viserion	:Drogo,:Rhaella_Targaryen,:Moro,:Doreah,:Xaro_Xhoan_Daxos,:Mossador,:Pyat_Pree,:Greizhen_mo_Ullhor,:Mirri_Maz_Duur,:Forzho,:Qotho,:Rhalko,:Qorro,:Brozho,:Moro's_bloodrider_1,:Moro's_bloodrider_2
48	3	1	0	( whose sibling is Samwell Tarly and whose religion is allegiance of The High Septon )	:Samwell_Tarly,:High_Septon_(After_the_riot_of_King's_Landing)	:Dickon_Tarly
49	1	0	0	what Amaya is the side one commander of	:Amaya	:Battle_of_Ironrath,:Forrester-Whitehill_conflict,:Ambush_at_the_Harbor
50	3	1	0	whose religion is ( religion of Aerion Targaryen and allegiance of High Septon )	:High_Septon_(Before_the_riot_of_King's_Landing),:Aerion_Targaryen	:King's_Landing,:Robert_Baratheon,:Tyrion_Lannister,:Stannis_Baratheon,:Joffrey_Baratheon,:Aerys_II_Targaryen,:Robb_Stark,:The_North,:Walder_Frey,:Red_Keep,:Tommen_Baratheon,:Arya_Stark,:Sansa_Stark,:Renly_Baratheon,:Loras_Tyrell,:Oberyn_Martell,:Rhaegar_Targaryen,:Dorne,:Aegon_I_Targaryen,:Kingdom_of_the_North,:Aegon_V_Targaryen,:Catelyn_Stark,:Baelor_Targaryen,:Samwell_Tarly,:Elia_Martell,:Lancel_Lannister,:The_Vale_of_Arryn,:Davos_Seaworth,:The_Twins,:The_Riverlands,:The_Stormlands,:Iron_Islands,:Viserys_Targaryen,:Myrcella_Baratheon,:The_Crownlands,:Brienne_of_Tarth,:Daeron_I_Targaryen,:The_Reach,:Rhaella_Targaryen,:Amarylis_Umber,:Storm's_End,:High_Sparrow,:Gerold_Hightower,:Harrenhal,:Dragonstone_(castle),:Riverrun,:Randyll_Tarly,:Kingdom_of_the_Stormlands,:Kitty_Frey,:The_Westerlands,:Aerion_Targaryen,:Kingdom_of_the_Reach,:Highgarden,:The_Eyrie,:Oldtown,:Laenor_Velaryon,:Matthos_Seaworth,:Dornish_Marches,:Kingdom_of_the_Isles_and_Rivers,:Principality_of_Dorne,:Casterly_Rock,:Dickon_Tarly,:Sunspear,:Kingdom_of_the_River_and_the_Hills,:Castle_Black,:Kingdom_of_the_Iron_Islands,:Kingdom_of_the_Mountain_and_the_Vale,:Britt_Warrick,:Axell_Florent,:Preston_Greenfield,:Kingdom_of_the_Rock,:Raymont_Baratheon,:Dragonstone_(island),:Wendel_Manderly,:Tyland_Lannister,:Corlys_Velaryon,:Starfall,:Addam_Marbrand,:Lewyn_Martell,:White_Harbor,:Hugh_Hammer,:Great_Sept_of_Baelor,:Ulf_the_White,:Highpoint,:Horn_Hill,:Lord_of_Riverrun,:Wyllis_Bracken,:Runestone,:Evenfall_Hall,:Ormund_Baratheon,:The_Hightower,:Seagard,:Stone_Hedge,:Lannisport,:The_Arbor,:Wyman_Manderly,:Clegane's_Keep,:Leo_Lefford,:Castle_Stokeworth,:Water_Gardens,:Ashford,:The_Citadel,:Unella,:Blackhaven,:Jason_Lannister,:Tarth,:Brightwater_Keep,:Cooper,:Reginald_Lannister,:The_Crag,:Stonehelm,:Raymun_Darry,:Rain_House,:Haystack_Hall
51	3	0	0	father of married to mentioned is episode The Dance of Dragons	:The_Dance_of_Dragons	:Viserys_I_Targaryen,:Corlys_Velaryon
52	1	0	0	mentioned is episode And Now His Watch is Ended	:And_Now_His_Watch_is_Ended	:Robert_Baratheon,:Mace_Tyrell,:Rhaenyra_Targaryen,:Aegon_III_Targaryen,:Aegon_II_Targaryen,:Aerion_Targaryen,:Allana_Tyrell,:Mycah
53	2	0	0	whose title is what second side of Raid by the Gods Eye is	:Raid_by_the_Gods_Eye	:Daemon_Targaryen,:Janos_Slynt,:Bronn,:Ilyn_Payne
54	3	0	0	mentioned is episode episode where child of Viserys of the House Targaryen was mentioned in	:Viserys_II_Targaryen	:Daeron_II_Targaryen,:Jon_Arryn,:Aegon_IV_Targaryen,:Gareth_Umber,:Daemon_I_Blackfyre,:Regan_Karstark,:Viserys_II_Targaryen,:Joseth_Umber,:Brynden_Rivers,:Baelor_Targaryen_(son_of_Daeron_II),:Aerys_I_Targaryen,:Naerys_Targaryen,:Orys_Baratheon,:Aenys_Targaryen,:Mance_Rayder,:Mycah_Umber,:Daenerys_Targaryen_(daughter_of_Aegon_IV),:Hothor_Umber,:Corin_Umber,:Lucan_Umber,:Harkon_Umber,:Amarylis_Umber,:Myriah_Martell,:Daena_Targaryen,:Morag_Umber,:Aegor_Rivers,:Steffon_Baratheon,:Hollys_Umber,:Commard_Karstark,:Aelinor_Targaryen,:Aemon_Targaryen_(Dragonknight),:Shiera_Seastar,:Morgana_Umber,:Finn_Umber,:Laurence_Karstark,:Petyr_Karstark,:Kear_Umber,:Brandon_Umber,:Rhaegel_Targaryen,:Emilia_Umber,:Berrican_Karstark,:Jon_Karstark,:Cregan_Stark,:Daragh_Umber,:Argalia_Baratheon,:Duncan_Targaryen,:Rhaego,:Cassana_Baratheon,:Daeron_Targaryen_(son_of_Aegon_V),:Daemon_II_Blackfyre,:Aemon_Blackfyre,:Aegon_Blackfyre,:Beric_Karstark,:Katrina_Umber,:Mychal_Baratheon,:Maynard_Umber,:Serena_Blackfyre,:Mara_Karstark,:Cedric_Umber,:Maron_Martell,:Lyonel_Baratheon,:Ethelide_Baratheon,:Viola_Redwyne,:Tyrek_Tallhart,:Terrence_Toyne
55	3	1	0	( mentioned is episode The Winds of Winter and whose title is side two commander of Second Siege of Riverrun )	:Second_Siege_of_Riverrun,:The_Winds_of_Winter	:Wendel_Manderly
56	3	1	0	married to ( whose child is Ebbert Whitehill and mother of Torrhen Whitehill )	:Ebbert_Whitehill,:Torrhen_Whitehill	:Ludd_Whitehill
57	1	0	0	what was followed by Unification of the North	:Unification_of_the_North	:Thousand_Years_War
58	2	0	0	what was preceded by Lord Oaf is a second side leader of	:Mace_Tyrell	:Surrender_of_Moat_Cailin
59	3	1	0	( those allied with The Great Khal and located in place of Moro )	:Moro,:Drogo	:Irri,:Rakharo,:Qotho,:Mago,:Haggo,:Kovarro,:Aggo,:Cohollo
60	2	1	0	( whose sibling is Rhaenys Targaryen and was born during Robert's Rebellion )	:Rhaenys_Targaryen_(daughter_of_Rhaegar),:Robert's_Rebellion	:Jon_Snow
61	2	1	0	( died from House Frey and whose culture is Northmen )	:Northmen,:House_Frey	:Robb_Stark,:Gregor_Forrester,:Bowen_(Squire)
